401 CLICK 500 Rect(0, 72 - 168, 240) 70026464578396
402 CLICK 500 Rect(0, 72 - 720, 1776) 70027466490531
403 CLICK 0 Rect(0, 72 - 168, 240) 70028440982301
404 CLICK 500 Rect(0, 387 - 1080, 531) 70028886248134
405 CLICK 500 Rect(0, 72 - 720, 1776) 70029916891884
406 CLICK 0 Rect(0, 72 - 168, 240) 70030850613186
407 CLICK 500 Rect(192, 252 - 888, 372) 70031328967665
408 CLICK 500 Rect(0, 72 - 720, 1776) 70032304848550
409 CLICK 0 Rect(0, 72 - 168, 240) 70033301846050
410 CLICK 500 Rect(0, 72 - 168, 240) 70033742849851
411 CLICK 500 Rect(0, 72 - 720, 1776) 70034762509799
412 CLICK 0 Rect(0, 72 - 168, 240) 70035765642924
413 CLICK 500 Rect(912, 252 - 1008, 372) 70036220482297
414 CLICK 2441 Rect(0, 72 - 168, 240) 70037139891361
415 SCROLL_TOP_DOWN 500 Rect(0, 72 - 720, 1776) 70040116605109
416 SCROLL_BOTTOM_UP 0 Rect(0, 72 - 720, 1776) 70041310027661
417 SCROLL_TOP_DOWN 500 Rect(0, 72 - 720, 1776) 70042040917713
418 SCROLL_TOP_DOWN 500 Rect(0, 72 - 720, 1776) 70043257336879
419 CLICK 500 Rect(0, 72 - 720, 1776) 70044452396826
420 CLICK 0 Rect(48, 252 - 192, 372) 70045415303128
421 CLICK 0 Rect(912, 252 - 1008, 372) 70046001003337
422 CLICK 0 Rect(912, 252 - 1008, 372) 70046592793180
423 CLICK 0 Rect(0, 387 - 1080, 531) 70047251434013
424 CLICK 0 Rect(816, 84 - 960, 228) 70047891422450
425 CLICK 0 Rect(84, 856 - 996, 989) 70048348358336
426 BACK 70048759724325
427 CLICK 0 Rect(672, 84 - 816, 228) 70049197958857
428 CLICK 0 Rect(192, 252 - 888, 372) 70050904021564
429 CLICK 0 Rect(912, 252 - 1008, 372) 70051688778439
430 CLICK 0 Rect(0, 387 - 1080, 531) 70052403758230
431 SCROLL_BOTTOM_UP 500 Rect(48, 860 - 1032, 882) 70062660954007
432 CLICK 500 Rect(48, 400 - 540, 536) 70064060386351
433 SCROLL_BOTTOM_UP 500 Rect(48, 560 - 1032, 680) 70065679665829
434 SCROLL_RIGHT_LEFT 500 Rect(704, 1180 - 1032, 1324) 70067187121661
435 CLICK 500 Rect(704, 1180 - 1032, 1324) 70068724738380
436 CLICK 0 Rect(704, 528 - 888, 648) 70069739657495
437 CLICK 500 Rect(376, 1180 - 704, 1324) 70073811322076
438 CLICK 0 Rect(376, 1300 - 560, 1420) 70075067106971
439 SCROLL_BOTTOM_UP 500 Rect(704, 1327 - 1032, 1471) 70076182905460
440 SCROLL_LEFT_RIGHT 500 Rect(48, 1017 - 1032, 1137) 70077651244678
441 CLICK 0 Rect(48, 1305 - 888, 1449) 70078859875980
442 CLICK 500 Rect(672, 84 - 816, 228) 70079540709209
443 CLICK 500 Rect(246, 1568 - 342, 1629) 70080956394521
444 CLICK 500 Rect(48, 400 - 540, 536) 70082092960771
445 CLICK 500 Rect(738, 1136 - 834, 1256) 70083770597905
446 CLICK 500 Rect(410, 1136 - 506, 1256) 70084906393894
447 CLICK 500 Rect(48, 560 - 1032, 680) 70086043573215
448 BACK 70087042701967
449 SCROLL_TOP_DOWN 500 Rect(48, 1280 - 1032, 1400) 70087654637643
450 SCROLL_LEFT_RIGHT 500 Rect(48, 860 - 1032, 980) 70088977159205
451 BACK 70090111369674
452 SCROLL_RIGHT_LEFT 500 Rect(48, 572 - 1032, 692) 70090926213319
453 CLICK 0 Rect(48, 572 - 888, 1004) 70092077957955
454 CLICK 500 Rect(574, 1148 - 670, 1268) 70092723300194
455 CLICK 500 Rect(48, 860 - 1032, 980) 70093900858369
456 CLICK 0 Rect(48, 1004 - 888, 1148) 70094853196964
457 SCROLL_BOTTOM_UP 500 Rect(48, 860 - 1032, 980) 70095587266755
458 CLICK 500 Rect(48, 1024 - 538, 1144) 70097014834879
459 CLICK 500 Rect(744, 1465 - 960, 1609) 70098087541337
460 CLICK 0 Rect(48, 1024 - 538, 1144) 70099315513784
461 CLICK 500 Rect(156, 697 - 252, 841) 70099867542690
462 CLICK 500 Rect(84, 1129 - 996, 1273) 70100863017170
463 BACK 70101847293835
464 SCROLL_TOP_DOWN 500 Rect(48, 1328 - 1032, 1448) 70102504683315
465 CLICK 500 Rect(738, 417 - 834, 537) 70104021525710
466 SCROLL_TOP_DOWN 500 Rect(704, 1287 - 1032, 1431) 70105274700970
467 SCROLL_BOTTOM_UP 0 Rect(48, 860 - 1032, 980) 70106600248678
468 SCROLL_RIGHT_LEFT 500 Rect(704, 739 - 1032, 883) 70108308244615
469 CLICK 500 Rect(48, 240 - 1032, 356) 70109651584770
470 CLICK 500 Rect(48, 236 - 888, 380) 70110581487842
471 CLICK 0 Rect(48, 240 - 1032, 356) 70111753096384
472 CLICK 500 Rect(56, 369 - 888, 513) 70112254312842
473 CLICK 0 Rect(48, 240 - 1032, 356) 70113444248258
474 CLICK 0 Rect(58, 236 - 888, 364) 70113938562165
475 CLICK 0 Rect(48, 240 - 1032, 356) 70114633144717
476 CLICK 500 Rect(58, 236 - 888, 508) 70115152152164
477 SCROLL_TOP_DOWN 500 Rect(48, 1293 - 1032, 1413) 70116344136643
478 SCROLL_TOP_DOWN 500 Rect(0, 240 - 1080, 1629) 70117817859976
479 SCROLL_BOTTOM_UP 500 Rect(48, 860 - 1032, 980) 70119108329715
480 SCROLL_BOTTOM_UP 500 Rect(376, 680 - 704, 824) 70121059797891
481 CLICK 0 Rect(960, 84 - 1080, 228) 70122380114506
482 CLICK 500 Rect(602, 166 - 1068, 310) 70141683488821
483 SCROLL_BOTTOM_UP 500 Rect(48, 569 - 317, 689) 70143206815434
484 SCROLL_RIGHT_LEFT 500 Rect(48, 1017 - 1032, 1137) 70144784367101
485 BACK 70145997178819
486 SCROLL_BOTTOM_UP 500 Rect(376, 240 - 704, 251) 70147042387360
487 SCROLL_BOTTOM_UP 500 Rect(704, 240 - 1032, 251) 70148479688715
488 CLICK 500 Rect(704, 254 - 1032, 398) 70149861135849
489 CLICK 500 Rect(704, 854 - 888, 974) 70150879097150
490 SCROLL_RIGHT_LEFT 500 Rect(704, 240 - 1032, 251) 70152069453713
491 SCROLL_BOTTOM_UP 500 Rect(376, 401 - 704, 545) 70153511857619
492 CLICK 500 Rect(317, 569 - 1032, 689) 70154929469649
493 SCROLL_RIGHT_LEFT 500 Rect(704, 254 - 1032, 398) 70156165684179
494 CLICK 0 Rect(317, 569 - 1032, 689) 70157562808815
495 SCROLL_TOP_DOWN 500 Rect(0, 240 - 1080, 882) 70158158196888
496 SCROLL_TOP_DOWN 500 Rect(48, 572 - 1032, 692) 70159484634074
497 CLICK 500 Rect(82, 1580 - 178, 1629) 70160700071522
498 CLICK 500 Rect(672, 84 - 816, 228) 70161720005637
499 BACK 70162744070427
500 SCROLL_LEFT_RIGHT 0 Rect(48, 572 - 1032, 692) 70163237893188
501 CLICK 0 Rect(53, 847 - 888, 991) 70163843422614
502 CLICK 0 Rect(48, 1292 - 1032, 1412) 70164623399593
503 CLICK 0 Rect(58, 1310 - 888, 1412) 70165138860843
504 SCROLL_BOTTOM_UP 500 Rect(48, 860 - 1032, 980) 70165653737666
505 SCROLL_RIGHT_LEFT 500 Rect(48, 1204 - 1032, 1324) 70167001274489
506 BACK 70168159081988
507 SCROLL_LEFT_RIGHT 500 Rect(376, 588 - 704, 732) 70168875531362
508 CLICK 500 Rect(704, 588 - 1032, 732) 70170103221674
509 CLICK 2546 Rect(704, 708 - 888, 828) 70171099172768
510 CLICK 0 Rect(704, 588 - 1032, 732) 70174231206361
511 CLICK 500 Rect(715, 743 - 888, 863) 70183215290992
512 SCROLL_RIGHT_LEFT 500 Rect(48, 240 - 1032, 267) 70184459983961
513 BACK 70185543149064
514 SCROLL_LEFT_RIGHT 500 Rect(376, 294 - 704, 438) 70186252139324
515 SCROLL_RIGHT_LEFT 500 Rect(48, 756 - 317, 876) 70187651453595
516 CLICK 500 Rect(48, 240 - 1032, 267) 70189147174114
517 BACK 70190059969739
518 CLICK 500 Rect(48, 1044 - 1032, 1180) 70190732676249
519 SCROLL_BOTTOM_UP 500 Rect(48, 400 - 1032, 520) 70191797409166
520 CLICK 500 Rect(376, 240 - 704, 251) 70193141898123
521 CLICK 500 Rect(376, 227 - 560, 347) 70194054957342
522 SCROLL_BOTTOM_UP 500 Rect(704, 240 - 1032, 251) 70195471662759
523 CLICK 500 Rect(541, 713 - 1032, 833) 70196888277967
524 CLICK 500 Rect(744, 1321 - 960, 1465) 70197906880830
525 CLICK 0 Rect(541, 713 - 1032, 833) 70199103692912
526 CLICK 500 Rect(156, 697 - 252, 841) 70199572467704
527 CLICK 500 Rect(84, 1129 - 996, 1273) 70200545436245
528 BACK 70201494055204
529 CLICK 500 Rect(0, 72 - 168, 240) 70202199766871
530 CLICK 500 Rect(0, 72 - 720, 1776) 70203155357339
531 CLICK 0 Rect(0, 387 - 1080, 531) 70204076112130
532 CLICK 0 Rect(0, 387 - 1080, 531) 70204517307390
533 CLICK 0 Rect(48, 252 - 192, 372) 70204909748328
534 CLICK 500 Rect(0, 387 - 1080, 531) 70205363845932
535 CLICK 0 Rect(192, 252 - 888, 372) 70206304684004
536 CLICK 0 Rect(816, 84 - 960, 228) 70207122403900
537 CLICK 0 Rect(513, 1037 - 744, 1181) 70207546919993
538 CLICK 500 Rect(0, 387 - 1080, 531) 70208007806712
539 SCROLL_LEFT_RIGHT 500 Rect(48, 572 - 1032, 692) 70213209482335
540 CLICK 500 Rect(48, 860 - 888, 1004) 70214499794313
541 CLICK 500 Rect(960, 84 - 1080, 228) 70216170451449
542 BACK 70217335919937
543 CLICK 500 Rect(816, 84 - 960, 228) 70217877041708
544 CLICK 500 Rect(0, 72 - 168, 240) 70219012040510
545 SCROLL_BOTTOM_UP 0 Rect(0, 72 - 720, 1776) 70220012806707
546 CLICK 500 Rect(0, 72 - 720, 134) 70220759524468
547 CLICK 500 Rect(0, 1632 - 1080, 1776) 70243189289668
